Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"DEPDC1","DEP Domain Containing 1","Protein Coding","Q5TB30","43","GC01M068474","3.37123990058899","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DEPDC1"
"ZNHIT6","Zinc Finger HIT-Type Containing 6","Protein Coding","Q9NWK9","46","GC01M085649","3.36988544464111","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNHIT6"
"STARD4","StAR Related Lipid Transfer Domain Containing 4","Protein Coding","Q96DR4","47","GC05M111496","3.36964774131775","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STARD4"
"MZF1","Myeloid Zinc Finger 1","Protein Coding","P28698","45","GC19M101711","3.36908006668091","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MZF1"
"MSANTD3","Myb/SANT DNA Binding Domain Containing 3","Protein Coding","Q96H12","41","GC09P100427","3.36906671524048","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSANTD3"
"SEC62","SEC62 Homolog, Preprotein Translocation Factor","Protein Coding","Q99442","46","GC03P169966","3.368323802948","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEC62"
"BNC1","Basonuclin Zinc Finger Protein 1","Protein Coding","Q01954","47","GC15M083255","3.36746191978455","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BNC1"
"MIR147B","MicroRNA 147b","RNA Gene","","23","GC15P045433","3.36676073074341","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR147B"
"TAB2","TGF-Beta Activated Kinase 1 (MAP3K7) Binding Protein 2","Protein Coding","Q9NYJ8","60","GC06P163603","3.36531114578247","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAB2"
"BATF2","Basic Leucine Zipper ATF-Like Transcription Factor 2","Protein Coding","Q8N1L9","41","GC11M064987","3.36465549468994","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BATF2"
"HMGN1","High Mobility Group Nucleosome Binding Domain 1","Protein Coding","P05114","51","GC21M039342","3.3618335723877","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGN1"
"SNORD24","Small Nucleolar RNA, C/D Box 24","RNA Gene","","25","GC09P133349","3.36138367652893","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD24"
"DNM2","Dynamin 2","Protein Coding","P50570","63","GC19P010718","3.35876107215881","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNM2"
"PDCD6IP","Programmed Cell Death 6 Interacting Protein","Protein Coding","Q8WUM4","55","GC03P033798","3.35833883285522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDCD6IP"
"IP6K2","Inositol Hexakisphosphate Kinase 2","Protein Coding","Q9UHH9","51","GC03M048688","3.35804319381714","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IP6K2"
"TACR1","Tachykinin Receptor 1","Protein Coding","P25103","58","GC02M075743","3.35557508468628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TACR1"
"IFT74","Intraflagellar Transport 74","Protein Coding","Q96LB3","48","GC09P026947","3.35462474822998","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFT74"
"LINC00847","Long Intergenic Non-Protein Coding RNA 847","RNA Gene","","16","GC05P188704","3.35385179519653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00847"
"AHCTF1","AT-Hook Containing Transcription Factor 1","Protein Coding","Q8WYP5","44","GC01M246840","3.35380053520203","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AHCTF1"
"CCL17","C-C Motif Chemokine Ligand 17","Protein Coding","Q92583","52","GC16P105611","3.35305309295654","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL17"
"CREM","CAMP Responsive Element Modulator","Protein Coding","Q03060","51","GC10P035126","3.35170722007751","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CREM"
"OSMR","Oncostatin M Receptor","Protein Coding","Q99650","57","GC05P038845","3.35142970085144","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OSMR"
"RAMP2","Receptor Activity Modifying Protein 2","Protein Coding","O60895","55","GC17P042758","3.35092687606812","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAMP2"
"BST2","Bone Marrow Stromal Cell Antigen 2","Protein Coding","Q10589","52","GC19M100564","3.35078716278076","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BST2"
"KAT8","Lysine Acetyltransferase 8","Protein Coding","Q9H7Z6","55","GC16P105005","3.34890031814575","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KAT8"
"DOCK1","Dedicator Of Cytokinesis 1","Protein Coding","Q14185","57","GC10P126905","3.34798693656921","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DOCK1"
"SRD5A3","Steroid 5 Alpha-Reductase 3","Protein Coding","Q9H8P0","53","GC04P055346","3.34729766845703","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRD5A3"
"PSMC6","Proteasome 26S Subunit, ATPase 6","Protein Coding","P62333","52","GC14P052707","3.34701299667358","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMC6"
"GSDMD","Gasdermin D","Protein Coding","P57764","52","GC08P143553","3.34674310684204","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSDMD"
"MAP3K12","Mitogen-Activated Protein Kinase Kinase Kinase 12","Protein Coding","Q12852","56","GC12M053479","3.34633469581604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K12"
"CYBRD1","Cytochrome B Reductase 1","Protein Coding","Q53TN4","51","GC02P171522","3.34616827964783","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYBRD1"
"UBXN11","UBX Domain Protein 11","Protein Coding","Q5T124","44","GC01M026281","3.34593939781189","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBXN11"
"PAICS","Phosphoribosylaminoimidazole Carboxylase And Phosphoribosylaminoimidazolesuccinocarboxamide Synthase","Protein Coding","P22234","55","GC04P056435","3.34395480155945","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAICS"
"TMEM184C","Transmembrane Protein 184C","Protein Coding","Q9NVA4","43","GC04P147617","3.34383845329285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM184C"
"DDX31","DEAD-Box Helicase 31","Protein Coding","Q9H8H2","43","GC09M132594","3.34204316139221","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX31"
"ANO5","Anoctamin 5","Protein Coding","Q75V66","50","GC11P021799","3.34107542037964","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANO5"
"DNAJC17","DnaJ Heat Shock Protein Family (Hsp40) Member C17","Protein Coding","Q9NVM6","45","GC15M040765","3.34105229377747","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJC17"
"CKMT1B","Creatine Kinase, Mitochondrial 1B","Protein Coding","P12532","48","GC15P175206","3.3403115272522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CKMT1B"
"ACIN1","Apoptotic Chromatin Condensation Inducer 1","Protein Coding","Q9UKV3","47","GC14M023058","3.34027481079102","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACIN1"
"CD1B","CD1b Molecule","Protein Coding","P29016","50","GC01M165259","3.34019231796265","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD1B"
"MFSD2A","MFSD2 Lysolipid Transporter A, Lysophospholipid","Protein Coding","Q8NA29","54","GC01P039955","3.34004974365234","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MFSD2A"
"ATP6AP1","ATPase H+ Transporting Accessory Protein 1","Protein Coding","Q15904","57","GC0XP154428","3.33789610862732","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6AP1"
"SLC35D1","Solute Carrier Family 35 Member D1","Protein Coding","Q9NTN3","51","GC01M066999","3.33762431144714","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC35D1"
"COL11A2","Collagen Type XI Alpha 2 Chain","Protein Coding","P13942","55","GC06M033162","3.33738255500793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL11A2"
"TRIM22","Tripartite Motif Containing 22","Protein Coding","Q8IYM9","51","GC11P005689","3.33680200576782","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM22"
"CREB5","CAMP Responsive Element Binding Protein 5","Protein Coding","Q02930","50","GC07P029514","3.33610010147095","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CREB5"
"PCBP1-AS1","PCBP1 Antisense RNA 1","RNA Gene","","23","GC02M069962","3.33588552474976","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCBP1-AS1"
"EIF2S2","Eukaryotic Translation Initiation Factor 2 Subunit Beta","Protein Coding","P20042","51","GC20M034088","3.33538293838501","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF2S2"
"RPS13","Ribosomal Protein S13","Protein Coding","P62277","52","GC11M018011","3.33354711532593","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS13"
"WDPCP","WD Repeat Containing Planar Cell Polarity Effector","Protein Coding","O95876","50","GC02M063121","3.33271765708923","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDPCP"
"KHDRBS3","KH RNA Binding Domain Containing, Signal Transduction Associated 3","Protein Coding","O75525","51","GC08P135457","3.33245325088501","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KHDRBS3"
"CCDST","Cervical Cancer Associated DHX9 Suppressive Transcript","RNA Gene","","25","GC01P171112","3.33139061927795","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDST"
"PHF20L1","PHD Finger Protein 20 Like 1","Protein Coding","A8MW92","41","GC08P132775","3.33124113082886","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHF20L1"
"SBDSP1","SBDS Pseudogene 1","Pseudogene","","19","GC07P090477","3.32851719856262","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SBDSP1"
"TONSL","Tonsoku Like, DNA Repair Protein","Protein Coding","Q96HA7","50","GC08M144428","3.32826495170593","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TONSL"
"FGR","FGR Proto-Oncogene, Src Family Tyrosine Kinase","Protein Coding","P09769","59","GC01M032311","3.32801938056946","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGR"
"SMG6","SMG6 Nonsense Mediated MRNA Decay Factor","Protein Coding","Q86US8","50","GC17M002059","3.32713460922241","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMG6"
"POU3F2","POU Class 3 Homeobox 2","Protein Coding","P20265","55","GC06P098834","3.32347393035889","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POU3F2"
"PATZ1","POZ/BTB And AT Hook Containing Zinc Finger 1","Protein Coding","Q9HBE1","50","GC22M031325","3.32324957847595","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PATZ1"
"SCNN1B","Sodium Channel Epithelial 1 Subunit Beta","Protein Coding","P51168","61","GC16P023278","3.32309770584106","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCNN1B"
"PYGB","Glycogen Phosphorylase B","Protein Coding","P11216","55","GC20P025248","3.3229660987854","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PYGB"
"CRLF3","Cytokine Receptor Like Factor 3","Protein Coding","Q8IUI8","47","GC17M030769","3.32277035713196","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRLF3"
"SCARB2","Scavenger Receptor Class B Member 2","Protein Coding","Q14108","57","GC04M076158","3.32131266593933","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCARB2"
"PLAA","Phospholipase A2 Activating Protein","Protein Coding","Q9Y263","56","GC09M026903","3.32130861282349","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLAA"
"TBC1D32","TBC1 Domain Family Member 32","Protein Coding","Q96NH3","45","GC06M121079","3.32063937187195","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D32"
"NUCB2","Nucleobindin 2","Protein Coding","P80303","50","GC11P018092","3.32062220573425","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUCB2"
"EPC1","Enhancer Of Polycomb Homolog 1","Protein Coding","Q9H2F5","48","GC10M036387","3.31981134414673","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPC1"
"MRGBP","MRG Domain Binding Protein","Protein Coding","Q9NV56","43","GC20P068079","3.31967973709106","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRGBP"
"DHX30","DExH-Box Helicase 30","Protein Coding","Q7L2E3","52","GC03P047802","3.319167137146","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHX30"
"BEX2","Brain Expressed X-Linked 2","Protein Coding","Q9BXY8","39","GC0XM103309","3.31835389137268","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BEX2"
"IDE","Insulin Degrading Enzyme","Protein Coding","P14735","61","GC10M092451","3.31803750991821","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IDE"
"PCBD1","Pterin-4 Alpha-Carbinolamine Dehydratase 1","Protein Coding","P61457","57","GC10M070882","3.31771802902222","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCBD1"
"HMGN4","High Mobility Group Nucleosomal Binding Domain 4","Protein Coding","O00479","41","GC06P026538","3.31726408004761","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGN4"
"CCT5","Chaperonin Containing TCP1 Subunit 5","Protein Coding","P48643","56","GC05P010249","3.31716990470886","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCT5"
"CHD6","Chromodomain Helicase DNA Binding Protein 6","Protein Coding","Q8TD26","50","GC20M041402","3.31681823730469","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHD6"
"PEBP4","Phosphatidylethanolamine Binding Protein 4","Protein Coding","Q96S96","43","GC08M022713","3.31610679626465","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEBP4"
"GPX8","Glutathione Peroxidase 8 (Putative)","Protein Coding","Q8TED1","50","GC05P055160","3.31544971466064","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPX8"
"CDCA7L","Cell Division Cycle Associated 7 Like","Protein Coding","Q96GN5","50","GC07M021900","3.31534671783447","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDCA7L"
"NUAK1","NUAK Family Kinase 1","Protein Coding","O60285","53","GC12M106063","3.3149778842926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUAK1"
"ELOA","Elongin A","Protein Coding","Q14241","48","GC01P061048","3.31482934951782","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELOA"
"ACTN1","Actinin Alpha 1","Protein Coding","P12814","62","GC14M068874","3.31451940536499","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTN1"
"MTMR2","Myotubularin Related Protein 2","Protein Coding","Q13614","57","GC11M133444","3.31430149078369","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTMR2"
"PRDM1","PR/SET Domain 1","Protein Coding","O75626","58","GC06P157373","3.31321144104004","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDM1"
"SMC5","Structural Maintenance Of Chromosomes 5","Protein Coding","Q8IY18","52","GC09P070258","3.31309700012207","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMC5"
"TBCK","TBC1 Domain Containing Kinase","Protein Coding","Q8TEA7","51","GC04M106041","3.31270718574524","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBCK"
"VTI1B","Vesicle Transport Through Interaction With T-SNAREs 1B","Protein Coding","Q9UEU0","52","GC14M067647","3.31266307830811","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VTI1B"
"KCNAB3","Potassium Voltage-Gated Channel Subfamily A Regulatory Beta Subunit 3","Protein Coding","O43448","48","GC17M088318","3.31156349182129","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNAB3"
"MFNG","MFNG O-Fucosylpeptide 3-Beta-N-Acetylglucosaminyltransferase","Protein Coding","O00587","51","GC22M037469","3.31060290336609","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MFNG"
"FMN1","Formin 1","Protein Coding","Q68DA7","50","GC15M032765","3.31048536300659","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FMN1"
"PKP3","Plakophilin 3","Protein Coding","Q9Y446","48","GC11P014002","3.30844449996948","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKP3"
"RNF7","Ring Finger Protein 7","Protein Coding","Q9UBF6","50","GC03P141738","3.30806851387024","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF7"
"CSN2","Casein Beta","Protein Coding","P05814","45","GC04M069955","3.30768132209778","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSN2"
"MIR384","MicroRNA 384","RNA Gene","","13","GC0XM076919","3.30627393722534","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR384"
"TUBGCP2","Tubulin Gamma Complex Component 2","Protein Coding","Q9BSJ2","52","GC10M133278","3.30498361587524","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBGCP2"
"VASH1","Vasohibin 1","Protein Coding","Q7L8A9","47","GC14P076761","3.30485939979553","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VASH1"
"MEF2D","Myocyte Enhancer Factor 2D","Protein Coding","Q14814","57","GC01M156463","3.30390501022339","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEF2D"
"C4B","Complement C4B (Chido/Rodgers Blood Group)","Protein Coding","P0C0L5","55","GC06P032014","3.30388355255127","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C4B"
"CAVIN1","Caveolae Associated Protein 1","Protein Coding","Q6NZI2","54","GC17M089365","3.30364990234375","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAVIN1"
"PKP4","Plakophilin 4","Protein Coding","Q99569","52","GC02P158456","3.30294060707092","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKP4"
"ST7-OT3","ST7 Overlapping Transcript 3","RNA Gene","","22","GC07P117243","3.30056738853455","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ST7-OT3"
"ATXN10","Ataxin 10","Protein Coding","Q9UBB4","55","GC22P081730","3.30028057098389","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATXN10"
"PPIB","Peptidylprolyl Isomerase B","Protein Coding","P23284","62","GC15M064155","3.29956483840942","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPIB"
"DSC3","Desmocollin 3","Protein Coding","Q14574","55","GC18M036303","3.29891848564148","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DSC3"
"SEPSECS","Sep (O-Phosphoserine) TRNA:Sec (Selenocysteine) TRNA Synthase","Protein Coding","Q9HD40","55","GC04M025121","3.2978687286377","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEPSECS"
"SOSTDC1","Sclerostin Domain Containing 1","Protein Coding","Q6X4U4","52","GC07M016467","3.29729652404785","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOSTDC1"
"PKMYT1","Protein Kinase, Membrane Associated Tyrosine/Threonine 1","Protein Coding","Q99640","52","GC16M027007","3.2971510887146","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKMYT1"
"MIR1271","MicroRNA 1271","RNA Gene","","22","GC05P176367","3.29626035690308","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1271"
"LAMP3","Lysosomal Associated Membrane Protein 3","Protein Coding","Q9UQV4","51","GC03M183122","3.29605102539063","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMP3"
"GRIK2","Glutamate Ionotropic Receptor Kainate Type Subunit 2","Protein Coding","Q13002","62","GC06P100962","3.29506540298462","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIK2"
"MAP4K3","Mitogen-Activated Protein Kinase Kinase Kinase Kinase 3","Protein Coding","Q8IVH8","47","GC02M039249","3.29462146759033","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP4K3"
"PLA2R1","Phospholipase A2 Receptor 1","Protein Coding","Q13018","50","GC02M159924","3.29197359085083","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLA2R1"
"FBXL5","F-Box And Leucine Rich Repeat Protein 5","Protein Coding","Q9UKA1","45","GC04M015606","3.29025030136108","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXL5"
"CALCRL","Calcitonin Receptor Like Receptor","Protein Coding","Q16602","58","GC02M187341","3.28912734985352","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALCRL"
"CCNDBP1","Cyclin D1 Binding Protein 1","Protein Coding","O95273","45","GC15P043185","3.2891161441803","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCNDBP1"
"LOC129933695","ATAC-STARR-Seq Lymphoblastoid Active Region 15732","Functional Element","","5","GC02P047462","3.28873491287231","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC129933695"
"QKI","QKI, KH Domain Containing RNA Binding","Protein Coding","Q96PU8","54","GC06P163414","3.28842163085938","https://www.genecards.org/cgi-bin/carddisp.pl?gene=QKI"
"PPA1","Inorganic Pyrophosphatase 1","Protein Coding","Q15181","52","GC10M070202","3.28693771362305","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPA1"
"SLC34A3","Solute Carrier Family 34 Member 3","Protein Coding","Q8N130","52","GC09P147168","3.28676390647888","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC34A3"
"CA8","Carbonic Anhydrase 8","Protein Coding","P35219","58","GC08M060187","3.28630423545837","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CA8"
"MORC2","MORC Family CW-Type Zinc Finger 2","Protein Coding","Q9Y6X9","52","GC22M030925","3.28393936157227","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MORC2"
"GRIN2A","Glutamate Ionotropic Receptor NMDA Type Subunit 2A","Protein Coding","Q12879","64","GC16M009753","3.28219366073608","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIN2A"
"BDKRB2","Bradykinin Receptor B2","Protein Coding","P30411","56","GC14P096205","3.28215050697327","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BDKRB2"
"TNNT2","Troponin T2, Cardiac Type","Protein Coding","P45379","61","GC01M201359","3.28046655654907","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNNT2"
"RAB11FIP4","RAB11 Family Interacting Protein 4","Protein Coding","Q86YS3","45","GC17P031391","3.27896165847778","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB11FIP4"
"ERGIC3","ERGIC And Golgi 3","Protein Coding","Q9Y282","47","GC20P035542","3.27864217758179","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERGIC3"
"RLN1","Relaxin 1","Protein Coding","P04808","41","GC09M005334","3.277996301651","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RLN1"
"FSCN2","Fascin Actin-Bundling Protein 2, Retinal","Protein Coding","O14926","51","GC17P081515","3.27628612518311","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FSCN2"
"IL1R2","Interleukin 1 Receptor Type 2","Protein Coding","P27930","58","GC02P101991","3.27573108673096","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1R2"
"CLDN5","Claudin 5","Protein Coding","O00501","53","GC22M019523","3.27551078796387","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN5"
"MRPL28","Mitochondrial Ribosomal Protein L28","Protein Coding","Q13084","47","GC16M000366","3.27478313446045","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPL28"
"EVC2","EvC Ciliary Complex Subunit 2","Protein Coding","Q86UK5","51","GC04M005844","3.27285552024841","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EVC2"
"ADAMTS2","ADAM Metallopeptidase With Thrombospondin Type 1 Motif 2","Protein Coding","O95450","55","GC05M179110","3.27214860916138","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTS2"
"PEX14","Peroxisomal Biogenesis Factor 14","Protein Coding","O75381","56","GC01P010472","3.27193093299866","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEX14"
"TMEM216","Transmembrane Protein 216","Protein Coding","Q9P0N5","47","GC11P098617","3.27095437049866","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM216"
"MPPED2","Metallophosphoesterase Domain Containing 2","Protein Coding","Q15777","48","GC11M030406","3.270676612854","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPPED2"
"PPP1R10","Protein Phosphatase 1 Regulatory Subunit 10","Protein Coding","Q96QC0","50","GC06M030600","3.27056884765625","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP1R10"
"PSORS1C1","Psoriasis Susceptibility 1 Candidate 1","Protein Coding","Q9UIG5","40","GC06P031114","3.26827692985535","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSORS1C1"
"PLEKHA8","Pleckstrin Homology Domain Containing A8","Protein Coding","Q96JA3","47","GC07P030027","3.26671314239502","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLEKHA8"
"LPCAT2","Lysophosphatidylcholine Acyltransferase 2","Protein Coding","Q7L5N7","50","GC16P105540","3.26530766487122","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LPCAT2"
"DARS2","Aspartyl-TRNA Synthetase 2, Mitochondrial","Protein Coding","Q6PI48","55","GC01P173824","3.26485681533813","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DARS2"
"MTERF4","Mitochondrial Transcription Termination Factor 4","Protein Coding","Q7Z6M4","45","GC02M241043","3.26437449455261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTERF4"
"PINK1","PTEN Induced Kinase 1","Protein Coding","Q9BXM7","59","GC01P060852","3.26404571533203","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PINK1"
"FLT3LG","Fms Related Receptor Tyrosine Kinase 3 Ligand","Protein Coding","P49771","53","GC19P133413","3.26331067085266","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLT3LG"
"PSORS1C2","Psoriasis Susceptibility 1 Candidate 2","Protein Coding","Q9UIG4","41","GC06M031137","3.26325559616089","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSORS1C2"
"ALDOC","Aldolase, Fructose-Bisphosphate C","Protein Coding","P09972","50","GC17M088841","3.26258134841919","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDOC"
"CEP170","Centrosomal Protein 170","Protein Coding","Q5SW79","50","GC01M243124","3.26241874694824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP170"
"CD1E","CD1e Molecule","Protein Coding","P15812","49","GC01P170665","3.26201844215393","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD1E"
"LY6G5B","Lymphocyte Antigen 6 Family Member G5B","Protein Coding","Q8NDX9","37","GC06P156250","3.26084542274475","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LY6G5B"
"SNHG10","Small Nucleolar RNA Host Gene 10","RNA Gene","","22","GC14M122044","3.26082038879395","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNHG10"
"CALML4","Calmodulin Like 4","Protein Coding","Q96GE6","46","GC15M068190","3.25748443603516","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALML4"
"NOD1","Nucleotide Binding Oligomerization Domain Containing 1","Protein Coding","Q9Y239","55","GC07M030424","3.25707006454468","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOD1"
"LARP7","La Ribonucleoprotein 7, Transcriptional Regulator","Protein Coding","Q4G0J3","52","GC04P112674","3.25693368911743","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LARP7"
"EZH1","Enhancer Of Zeste 1 Polycomb Repressive Complex 2 Subunit","Protein Coding","Q92800","56","GC17M042700","3.25467300415039","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EZH1"
"MIR944","MicroRNA 944","RNA Gene","","23","GC03P189829","3.25461101531982","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR944"
"CCDC91","Coiled-Coil Domain Containing 91","Protein Coding","Q7Z6B0","44","GC12P028133","3.25371098518372","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC91"
