drugbank_id,name,target_name,polypeptide_id,gene_name
DB03186,Adenylate-3'-phosphate-[[2'-deoxy-uridine-5'-phosphate]-3'-phosphate],Ribonuclease pancreatic|,P07998|,RNASE1|
DB03187,6-(Hydroxyethyldithio)-8-(Aminomethylthio)Octanoic Acid,"Glycine cleavage system H protein, mitochondrial|",P23434|,GCSH|
DB03189,Cu-Cyclam,Lysozyme C|,P61626|,LYZ|
DB03190,6-o-Capryloylsucrose,,,
DB03191,3-Oxiran-2ylalanine,S-adenosylmethionine synthase isoform type-1|,Q00266|,MAT1A|
DB03192,(R)-3-hydroxydecanoyl-CoA,Peroxisomal multifunctional enzyme type 2|,P51659|,HSD17B4|
DB03193,Stearic acid,Group IID secretory phospholipase A2|Peroxisome proliferator-activated receptor alpha|,Q9UNK4|Q07869|,PLA2G2D|PPARA|
DB03194,Methyl beta-L-fucopyranoside,Mannose-binding protein C|,P11226|,MBL2|
DB03195,3'-Fluoro-3'-deoxythymidine 5'-monophosphate,Thymidylate kinase|,P23919|,DTYMK|
DB03196,4-Nitrophenyl-Ara,,,
DB03197,6-Hydroxymethylpterin,,,
DB03198,Thio-Maltohexaose,,,
DB03199,4-Methoxy-E-Rhodomycin T,,,
DB03200,7-Alpha-D-Ribofuranosyl-Purine-5'-Phosphate,,,
DB03201,D-Cysteine,Carboxypeptidase A1|,P15085|,CPA1|
DB03202,"2-[5-Methanesulfonylamino-2-(4-Aminophenyl)-6-Oxo-1,6-Dihydro-1-Pyrimidinyl]-N-(3,3,3-Trifluoro-1-Isopropyl-2-Oxopropyl)Acetamide",Chymotrypsin-like elastase family member 1|,Q9UNI1|,CELA1|
DB03203,Sphingosine,Glycolipid transfer protein|Poliovirus receptor|,Q9NZD2|P15151|,GLTP|PVR|
DB03204,4-amino-5-aminomethyl-2-methylpyrimidine,,,
DB03205,Pyrroloquinoline Quinone,,,
DB03206,Duvoglustat,"Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase|",Q9UKM7|,MAN1B1|
DB03207,"2-(Biphenyl-4-Sulfonyl)-1,2,3,4-Tetrahydro-Isoquinoline-3-Carboxylic Acid",Neutrophil collagenase|,P22894|,MMP8|
DB03208,"Beta-1,2,3,4,6-Penta-O-Galloyl-D-Glucopyranose",,,
DB03209,Oteracil,,,
DB03210,4-Aminohydrocinnamic Acid,,,
DB03211,(3-Formyl-but-3-Enyl)-Phosphonic Acid,,,
DB03212,4-Deoxyglucarate,,,
DB03213,Bis(5-Amidino-2-Benzimidazolyl)Methane Ketone,Trypsin-1|,P07477|,PRSS1|
DB03214,Vinylglycine,1-aminocyclopropane-1-carboxylate synthase-like protein 1|L-amino-acid oxidase|,Q96QU6|Q96RQ9|,ACCS|IL4I1|
DB03215,"(2s,5s)-5-Carboxymethylproline",,,
DB03216,"(1'R,2'S)-9-(2-Hydroxy-3'-Keto-Cyclopenten-1-yl)Adenine",Adenosylhomocysteinase|,P23526|,AHCY|
DB03217,DPI59,Proto-oncogene tyrosine-protein kinase Src|,P12931|,SRC|
DB03218,N-acetyl-N'-beta-D-glucopyranosyl urea,"Glycogen phosphorylase, muscle form|",P11217|,PYGM|
DB03219,11-Deoxy-Beta-Rhodomycin,,,
DB03220,FR-234938,Adenosine deaminase|,P00813|,ADA|
DB03221,AL7099A,Carbonic anhydrase 2|,P00918|,CA2|
DB03222,dATP,DNA polymerase beta|,P06746|,POLB|
DB03223,Diphthamide,Elongation factor 2|,P13639|,EEF2|
DB03224,2-Formyl-Protoporphryn Ix,,,
DB03225,D-Tryptophan,D-amino-acid oxidase|,P14920|,DAO|
DB03226,Trifluoroethanol,Alcohol dehydrogenase 1C|GTPase HRas|,P00326|P01112|,ADH1C|HRAS|
DB03227,Nicotinamide Mononucleotide,Nicotinamide mononucleotide adenylyltransferase 1|Nicotinamide mononucleotide adenylyltransferase 3|ADP-ribosyl cyclase 2|,Q9HAN9|Q96T66|Q10588|,NMNAT1|NMNAT3|BST1|
DB03228,"5-[Bis-2(Chloro-Ethyl)-Amino]-2,4-Dintro-Benzamide",,,
DB03229,alpha-Ketoisocaproic acid,,,
DB03230,Adenosine-5'-Propylphosphate,,,
DB03231,"3-(5-Amino-7-oxo-3,7-dihydro-2H-[1,2,3]triazolo[4,5-d]pyrimidin-2-yl)-N-(2-{[2-(hydroxymethyl)phenyl]sulfanyl}benzyl)benzamide",,,
DB03232,"2-[(2e,6e,10e,14e,18e,22e,26e)-3,7,11,15,19,23,27,31-Octamethyldotriaconta-2,6,10,14,18,22,26,30-Octaenyl]Phenol",,,
DB03233,3'-deoxy-3'-aminothymidine monophosphate,Thymidylate kinase|,P23919|,DTYMK|
DB03234,"(4'-{[Allyl(Methyl)Amino]Methyl}-1,1'-Biphenyl-4-Yl)(4-Bromophenyl)Methanone",,,
DB03235,N-{3-[4-(3-aminopropyl)piperazin-1-yl]propyl}-3-(alpha-D-galactopyranosyloxy)-5-nitrobenzamide,,,
DB03236,(2s)-4-(Beta-Alanylamino)-2-Aminobutanoic Acid,,,
DB03237,"2,3-Dihydroxy-5-Oxo-Hexanedioate",,,
DB03238,"3,5-Difluoroaniline",,,
DB03239,"3',5'-Dinitro-N-Acetyl-L-Thyronine",,,
DB03240,"(S)-2-Amino-3-(1,3,5,7-Pentahydro-2,4-Dioxo-Cyclopenta[E]Pyrimidin-1-Yl) Proionic Acid",Glutamate receptor 2|,P42262|,GRIA2|
DB03241,1-Amino-1-Carbonyl Pentane,,,
DB03242,P-Aminophenyl-Alpha-D-Galactopyranoside,,,
DB03243,4-Fluorobenzylamine,Trypsin-1|,P07477|,PRSS1|
DB03244,"(S)-2-[4-(Aminomethyl)-1h-1,2,3-Triazol-1-Yl]-4-Methylpentanoic Acid",,,
DB03245,S-4-Nitrobutyryl-CoA,"Glutaryl-CoA dehydrogenase, mitochondrial|",Q92947|,GCDH|
DB03246,Beta-L-Arabinose,,,
DB03247,Flavin mononucleotide,"Ribosomal protein S6 kinase alpha-4|Hydroxyacid oxidase 2|NADPH--cytochrome P450 reductase|Phosphopantothenoylcysteine decarboxylase|Flavin reductase (NADPH)|Hydroxyacid oxidase 1|Pyridoxine-5'-phosphate oxidase|Riboflavin kinase|Nitric oxide synthase, brain|Dihydropyrimidine dehydrogenase [NADP(+)]|Dihydroorotate dehydrogenase (quinone), mitochondrial|Serine/threonine-protein kinase Sgk1|",O75676|Q9NYQ3|P16435|Q96CD2|P30043|Q9UJM8|Q9NVS9|Q969G6|P29475|Q12882|Q02127|O00141|,RPS6KA4|HAO2|POR|PPCDC|BLVRB|HAO1|PNPO|RFK|NOS1|DPYD|DHODH|SGK1|
DB03248,2-(Phosphonooxy)Butanoic Acid,,,
DB03249,2'-O-Methyl-3'-Methyl-3'-Deoxy-Arabinofuranosyl-Thymine-5'-Phosphate,,,
DB03250,"2-(Beta-D-Glucopyranosyl)-5-Methyl-1,3,4-Benzothiazole","Glycogen phosphorylase, muscle form|",P11217|,PYGM|
DB03251,RWJ-51084,Trypsin-1|,P07477|,PRSS1|
DB03252,D-Lysine,,,
DB03253,(2s)-Pyrrolidin-2-Ylmethylamine,Dipeptidyl peptidase 4|,P27487|,DPP4|
DB03254,4-Phenyl-1h-Imidazole,,,
DB03255,Phenol,Serum albumin|,P02768|,ALB|
DB03256,(6R)-Folinic acid,Formimidoyltransferase-cyclodeaminase|,O95954|,FTCD|
DB03257,"5-[1-(Acetylamino)-3-Methylbutyl]-2,5-Anhydro-3,4-Dideoxy-4-(Methoxycarbonyl)Pentonic Acid",,,
DB03258,2'-Deoxycytidine 5'-triphosphate,,,
DB03259,"2',6'-Dichloro-Biphenyl-2,6-Diol",,,
DB03260,Hexamethylene diamine,,,
DB03262,"Al-6619, [2h-Thieno[3,2-E]-1,2-Thiazine-6-Sulfonamide,2-(3-Hydroxyphenyl)-3-(4-Morpholinyl)-, 1,1-Dioxide]",Carbonic anhydrase 2|,P00918|,CA2|
DB03263,Thiocellobiose,,,
DB03264,Dodecyl-Coa,,,
DB03266,Glutaral,,,
DB03267,1-Allyl-3-Butyl-8-(N-Acetyl-4-Aminobenzyl)-Xanthine,"Phosphoenolpyruvate carboxykinase, cytosolic [GTP]|",P35558|,PCK1|
DB03268,RU82197,Proto-oncogene tyrosine-protein kinase Src|,P12931|,SRC|
DB03269,"4,6-Dideoxy-4-{[4,5,6-trihydroxy-3-(hydroxymethyl)-2-cyclohexen-1-yl]amino}hexopyranose",,,
DB03270,"2,6-Difluorobenzenesulfonamide",Carbonic anhydrase 2|,P00918|,CA2|
DB03272,4-Bromo-3-(5'-Carboxy-4'-Chloro-2'-Fluorophenyl)-1-Methyl-5-Trifluoromethyl-Pyrazol,,,
DB03273,3'-Oxo-Adenosine,Adenosylhomocysteinase|,P23526|,AHCY|
DB03274,"2',5'-Dideoxyuridine",,,
DB03275,Cysteinamide,,,
DB03276,"4-[(10s,14s,18s)-18-(2-Amino-2-Oxoethyl)-14-(1-Naphthylmethyl)-8,17,20-Trioxo-7,16,19-Triazaspiro[5.14]Icos-11-En-10-Yl]Benzylphosphonic Acid",Growth factor receptor-bound protein 2|,P62993|,GRB2|
DB03277,alpha-maltotriose,Alpha-amylase 2B|,P19961|,AMY2B|
DB03278,D-Treitol,,,
DB03279,Dodecyl-Alpha-D-Maltoside,Retinoic acid receptor gamma|,P13631|,RARG|
DB03280,p1-(5'-adenosyl)p5-(5'-thymidyl)pentaphosphate,Thymidylate kinase|,P23919|,DTYMK|
DB03281,2'-Deoxymaltose,,,
DB03283,beta-L-fucose,Acetylcholinesterase|,P22303|,ACHE|
DB03284,"2,6-Anhydro-3-Deoxy-D-Erythro-Hex-2-Enonic Acid",,,
DB03285,Isoliquiritigenin,,,
DB03286,C-(1-Azido-Alpha-D-Glucopyranosyl) Formamide,"Glycogen phosphorylase, muscle form|",P11217|,PYGM|
DB03287,4-(2-Amino-Ethoxy)-2-[(3-Hydroxy-2-Methyl-5-Phosphonooxymethyl-Pyridin-4-Ylmethyl)-Amino]-but-3-Enoic Acid,,,
DB03288,5-Chloro-1h-Indole-2-Carboxylic Acid{[Cyclopentyl-(2-Hydroxy-Ethyl)-Carbamoyl]-Methyl}-Amide,"Glycogen phosphorylase, liver form|",,
DB03289,Thiarsa Dihydroxy Cysteine,,,
DB03290,L-naphthyl-1-acetamido boronic acid alanine,,,
DB03291,4-Deoxy-4-Amino-Beta-D-Glucose,,,
DB03292,3-Phosphono-D-alanine,Phosphoserine phosphatase|,P78330|,PSPH|
DB03293,9-Methyl Uric Acid,,,
DB03294,"1-Methyl-3-Oxo-1,3-Dihydro-Benzo[C]Isothiazole-5-Sulfonic Acid Amide",Carbonic anhydrase 2|,P00918|,CA2|
DB03295,Glutathionylspermidine,,,
DB03296,3'-beta-Sialyl-beta-lactose,,,
DB03297,Benzylsulfonic acid,"Serine protease hepsin|Superoxide dismutase [Mn], mitochondrial|Chymase|",P05981|P04179|P23946|,HPN|SOD2|CMA1|
DB03298,Phenylphosphate,Proto-oncogene tyrosine-protein kinase Src|,P12931|,SRC|
DB03299,N-Succinyl Phenylglycine,,,
DB03300,Pterin Cytosine Dinucleotide,,,
DB03301,2-Allyl-6-Methyl-Phenol,,,
DB03302,"4,5,6,7-Tetrachloro-3h-Isobenzofuran-1-One",,,
DB03303,3-deoxy-D-arabino-hexonic acid,,,
DB03304,7-Deaza-7-Aminomethyl-Guanine,,,
DB03305,N(G)-Iminoethylornithine,"Nitric oxide synthase, endothelial|",P29474|,NOS3|
DB03306,RU78300,Proto-oncogene tyrosine-protein kinase Src|,P12931|,SRC|
DB03307,4-[(6-Amino-4-Pyrimidinyl)Amino]Benzenesulfonamide,Cyclin-dependent kinase 2|,P24941|,CDK2|
DB03308,L-Leucyl-Hydroxylamine,,,
DB03309,N-cyclohexyltaurine,Homeobox protein engrailed-2|Sulfotransferase family cytosolic 2B member 1|,P19622|O00204|,EN2|SULT2B1|
DB03310,Glutathione disulfide,"Glutathione S-transferase Mu 2|Glutathione reductase, mitochondrial|Microsomal glutathione S-transferase 1|Glutathione S-transferases (Cytosolic)|",P28161|P00390|P10620|P08263|P09210|P09488|P28161|P21266|Q03013|P46439|P09211|P30711|P0CG29|P0CG30|O60760|,GSTM2|GSR|MGST1|GSTA1|GSTA2|GSTM1|GSTM2|GSTM3|GSTM4|GSTM5|GSTP1|GSTT1|GSTT2|GSTT2B|HPGDS|
DB03311,"3-(3,5-Dibromo-4-Hydroxy-Benzoyl)-2-Ethyl-Benzofuran-6-Sulfonic Acid [4-(Thiazol-2-Ylsulfamoyl)-Phenyl]-Amide",Tyrosine-protein phosphatase non-receptor type 1|,P18031|,PTPN1|
DB03312,Brivudine,"Thymidine kinase 2, mitochondrial|",O00142|,TK2|
DB03313,Cephalosporin C,,,
DB03314,5-fluorotryptophan,Triosephosphate isomerase|Glutathione S-transferase Mu 1|,P60174|P09488|,TPI1|GSTM1|
DB03315,Guanosine 3'-monophosphate,,,
DB03316,"1,4-Dioxane",Tumor necrosis factor ligand superfamily member 13B|Epsin-1|Transforming growth factor beta-3|,Q9Y275|Q9Y6I3|P10600|,TNFSF13B|EPN1|TGFB3|
DB03317,Ferroheme C,Cytochrome P450 2C9|Cytochrome c|,P11712|P99999|,CYP2C9|CYCS|
DB03318,6-Hydro-1-Methyladenosine-5'-Monophosphate,,,
DB03319,"(2S)-2-Ammonio-3-[5-(2-methyl-2-propanyl)-3-oxido-1,2-oxazol-4-yl]propanoate",Glutamate receptor 2|,P42262|,GRIA2|
DB03320,3-Amino-Alanine,,,
DB03321,Des(carbamimidoyl) zanamivir,,,
DB03322,Dexpropranolol,,,
DB03323,Maltose,Alpha-amylase 2B|,P19961|,AMY2B|
DB03325,Tyrosyladenylate,,,
DB03326,"Deoxycytidylyl-3',5'-guanosine",Ribonuclease pancreatic|,P07998|,RNASE1|
DB03327,{1-[(3-Hydroxy-Methyl-5-Phosphonooxy-Methyl-Pyridin-4-Ylmethyl)-Amino]-Ethyl}-Phosphonic Acid,,,
DB03328,Dioxo(sulfanyl)molybdenum,Xanthine dehydrogenase/oxidase|,P47989|,XDH|
DB03329,2-Pyridinethiol,Cathepsin B|,P07858|,CTSB|
DB03330,S-(N-hydroxy-N-iodophenylcarbamoyl)glutathione,Lactoylglutathione lyase|,Q04760|,GLO1|
DB03331,"N-naphthalen-1-ylmethyl-2'-[3,5-dimethoxybenzamido]-2'-deoxy-adenosine","Glyceraldehyde-3-phosphate dehydrogenase, testis-specific|",O14556|,GAPDHS|
DB03332,"5,6-Cyclic-Tetrahydropteridine","Nitric oxide synthase, endothelial|",P29474|,NOS3|
DB03333,(4-sulfamoyl-phenyl)-thiocarbamic acid O-(2-thiophen-3-yl-ethyl) ester,Carbonic anhydrase 2|,P00918|,CA2|
DB03335,(+)-1-bromo-2-propanol,,,
DB03336,BIA,Catechol O-methyltransferase|,P21964|,COMT|
DB03337,1-(2-Amidinophenyl)-3-(Phenoxyphenyl)Urea,Trypsin-1|,P07477|,PRSS1|
DB03338,Heptyl glucoside,Peroxisome proliferator-activated receptor delta|Peptidyl-prolyl cis-trans isomerase FKBP1A|,Q03181|P62942|,PPARD|FKBP1A|
DB03339,3-Iodo-Benzyl Alcohol,,,
DB03340,3-[(1-Amino-2-Carboxy-Ethyl)-Hydroxy-Phosphinoyl]-2-Methyl-Propionic Acid,,,
DB03341,CoA-S-acetyl 5-bromotryptamine,Serotonin N-acetyltransferase|,Q16613|,AANAT|
DB03342,4-(Acetylamino)-3-Guanidinobenzoic Acid,,,
DB03343,Malate Like Intermediate,,,
DB03344,"Inositol-(1,3,4,5,6)-Pentakisphosphate",Cytohesin-3|,O43739|,CYTH3|
DB03345,Mercaptoethanol,Lactoylglutathione lyase|Pyridoxine-5'-phosphate oxidase|Alpha-1-antitrypsin|Galectin-1|Polycomb protein SCMH1|,Q04760|Q9NVS9|P01009|P09382|Q96GD3|,GLO1|PNPO|SERPINA1|LGALS1|SCMH1|
DB03346,"3,3',5,5'-tetrachlorobiphenyl-4,4'-diol",Estrogen sulfotransferase|,P49888|,SULT1E1|
DB03347,Triethyl phosphate,Cellular tumor antigen p53|,P04637|,TP53|
DB03348,Huperzine B,Acetylcholinesterase|,P22303|,ACHE|
DB03349,8-Bromo-Adenosine-5'-Monophosphate,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B|Histidine triad nucleotide-binding protein 1|",Q07343|P49773|,PDE4B|HINT1|
DB03350,Cobalt hexammine ion,,,
DB03351,Sri-9439,Dihydrofolate reductase|,P00374|,DHFR|
DB03352,S-Arsonocysteine,,,
DB03353,2-Iminobiotin,,,
DB03354,"2-(Beta-D-Glucopyranosyl)-5-Methyl-1,3,4-Oxadiazole","Glycogen phosphorylase, muscle form|",P11217|,PYGM|
DB03355,5'-O-(L-Threonylsulfamoyl)adenosine,,,
DB03357,(S)-Mandelic acid,,,
DB03358,"7-Methyl-7,8-dihydroguanosine 5'-(tetrahydrogen triphosphate)",,,
DB03359,"M-(N,N,N-Trimethylammonio)-2,2,2-Trifluoro-1,1-Dihydroxyethylbenzene",Acetylcholinesterase|,P22303|,ACHE|
DB03360,N-Acetylproline,,,
DB03361,"2-{(9as)-9a-[(1s)-1-Hydroxyethyl]-2,7-Dimethyl-9a,10-Dihydro-5h-Pyrimido[4,5-D][1,3]Thiazolo[3,2-a]Pyrimidin-8-Yl}Ethyl Trihydrogen Diphosphate",,,
DB03362,N-Dimethyl-Lysine,,,
DB03363,3-Acetylpyridine Adenine Dinucleotide,,,
DB03364,N-Carbamyl-D-Methionine,,,
DB03365,"4-[3-Hydroxyanilino]-6,7-Dimethoxyquinazoline",Cyclin-dependent kinase 2|,P24941|,CDK2|
DB03366,Imidazole,"Myoglobin|Nitric oxide synthase, inducible|Adenylate kinase 2, mitochondrial|Serine/threonine-protein kinase pim-1|Unconventional myosin-Ie|Meiotic recombination protein DMC1/LIM15 homolog|Leukotriene A-4 hydrolase|Gephyrin|Cytochrome c|",P02144|P35228|P54819|P11309|Q12965|Q14565|P09960|Q9NQX3|P99999|,MB|NOS2|AK2|PIM1|MYO1E|DMC1|LTA4H|GPHN|CYCS|
DB03367,PF-00356231,Macrophage metalloelastase|,P39900|,MMP12|
DB03368,"5-Methyl-5-(4-Phenoxy-Phenyl)-Pyrimidine-2,4,6-Trione",Stromelysin-1|,P08254|,MMP3|
DB03369,9-Aminophenanthrene,,,
DB03370,FR239087,Adenosine deaminase|,P00813|,ADA|
DB03371,Modified Ribosylated Glutamyl Ester,,,
DB03372,"3-Mercapto-1-(1,3,4,9-Tetrahydro-B-Carbolin-2-Yl)-Propan-1-One",Interleukin-2|,P60568|,IL2|
DB03373,ZK-806711,Trypsin-1|,P07477|,PRSS1|
DB03374,"3,5-Diiodotyrosine",cAMP-dependent protein kinase inhibitor alpha|cAMP-dependent protein kinase catalytic subunit alpha|Trypsin-1|Iodotyrosine dehalogenase 1|,P61925|P17612|P07477|Q6PHW0|,PKIA|PRKACA|PRSS1|IYD|
DB03376,5'-O-(N-(Alanyl)sulfamoyl)adenosine,Bifunctional glutamate/proline--tRNA ligase|,P07814|,EPRS|
DB03378,"4-Amino-1-[(1s,3r,4r,7s)-7-Hydroxy-1-(Hydroxymethyl)-2,5-Dioxabicyclo[2.2.1]Hept-3-Yl]-5-Methylpyrimidin-2(1h)-One",,,
DB03379,2-Carboxyethylphosphonic Acid,Triosephosphate isomerase|,P60174|,TPI1|
DB03380,L-tyrosinamide,Pro-neuropeptide Y|Valacyclovir hydrolase|,P01303|Q86WA6|,NPY|BPHL|
DB03381,Hexadecanal,Rhodopsin|Acyl-CoA-binding protein|,P08100|P07108|,RHO|DBI|
DB03382,S-oxy-L-cysteine,Prolyl endopeptidase|Superoxide dismutase [Cu-Zn]|,P48147|P00441|,PREP|SOD1|
DB03383,CP-320626,"Glycogen phosphorylase, muscle form|",P11217|,PYGM|
DB03384,Fica,Caspase-7|,P55210|,CASP7|
DB03385,4-Methylimidazole,"Carbonic anhydrase 2|Myoglobin|Carbonic anhydrase 5A, mitochondrial|",P00918|P02144|P35218|,CA2|MB|CA5A|
DB03386,4-Fluorotryptophane,,,
DB03387,N-Hydroxy-N-Isopropyloxamic Acid,,,
DB03388,"3-[(2,4-Dichlorobenzoyl)(Isopropyl)Amino]-5-Phenylthiophene-2-Carboxylic Acid",,,
DB03389,alpha-D-Xylopyranose,Lactase-phlorizin hydrolase|,P09848|,LCT|
DB03390,"(2R,3R)-2,3-Dihydroxy-4-oxo-4-(propylamino)butanoic acid",Prostatic acid phosphatase|,P15309|,ACPP|
DB03391,Chromophore (Met-Tyr-Gly),,,
DB03392,"(3,4,5-Trihydroxy-6-Hydroxymethyl-Tetrahydro-Pyran-2-Yl)-Phosphoramidic Acid Dimethyl Ester","Glycogen phosphorylase, muscle form|",P11217|,PYGM|
DB03393,Sanglifehrin A,Peptidyl-prolyl cis-trans isomerase A|,P62937|,PPIA|
DB03394,Heptaethylene glycol,Carbonyl reductase [NADPH] 1|,P16152|,CBR1|
DB03395,Enalkiren,Renin|,P00797|,REN|
DB03396,"(2R,3R,4S,5R,6E)-3,4,5-Trihydroxy-N-[(3S,6R)-6-hydroxy-2-oxo-3-azepanyl]-2-methoxy-8,8-dimethyl-6-nonenamide",Methionine aminopeptidase 2|,P50579|,METAP2|
DB03397,Uridine-Diphosphate-N-Acetylglucosamine,"UDP-N-acetylhexosamine pyrophosphorylase|UDP-glucose 4-epimerase|Exostosin-like 2|Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase|",Q16222|Q14376|Q9UBQ6|P26572|,UAP1|GALE|EXTL2|MGAT1|
DB03399,Ethyl Isocyanide,Myoglobin|,P02144|,MB|
DB03400,3-(P-Tolyl)Propionic Acid,,,
DB03401,"1D-myo-inositol 1,4,5-trisphosphate","Cytohesin-2|Epsin-1|1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1|Radixin|Spectrin beta chain, non-erythrocytic 1|Inositol 1,4,5-trisphosphate receptor type 1|Inositol-trisphosphate 3-kinase A|",Q99418|Q9Y6I3|P51178|P35241|Q01082|Q14643|P23677|,CYTH2|EPN1|PLCD1|RDX|SPTBN1|ITPR1|ITPKA|
DB03402,"1,2-Di-1-(3,7,11,15-Tetramethyl-Hexadecane)-Sn-Glycero-3-Phosphate",,,
DB03403,Cytidine-5'-Monophosphate,UMP-CMP kinase|Uridine-cytidine kinase 2|,P30085|Q9BZX2|,CMPK1|UCK2|
DB03405,N2-[(Benzyloxy)carbonyl]-N-[(3R)-1-{N-[(benzyloxy)carbonyl]-L-leucyl}-4-oxo-3-pyrrolidinyl]-L-leucinamide,Cathepsin K|,P43235|,CTSK|
DB03406,O1-Methyl-4-Deoxy-4-Thio-Alpha-D-Glucose,,,
DB03407,4-Nitrocatechol,,,
DB03408,gamma-Glutamylcysteine,Glutathione synthetase|,P48637|,GSS|
DB03409,L-Octahydroindole-2-carboxylic acid,,,
DB03410,4-hydroxycoumarin,,,
DB03411,"2-Hydroxymethyl-Pyrrolidine-3,4-Diol",,,
DB03412,6-hydroxynorleucine,,,
DB03413,Deoxyuridine-5'-Diphosphate,"Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial|",P33316|,DUT|
DB03414,5-Thio-a/B-D-Mannopyranosylamine,Alpha-mannosidase 2|,Q16706|,MAN2A1|
DB03415,3-thiaoctanoyl-CoA,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial|",P11310|,ACADM|
DB03416,Thiamine(1+) monophosphate,,,
DB03417,"(2S,3R)-2-[[4-(Tert-butylcarbamoyl)piperazine-1-carbonyl]amino]-6-(diaminomethylideneamino)-3-formylhexanoic acid",Trypsin-1|,P07477|,PRSS1|
DB03418,Diacetyldeuteroheme,,,
DB03419,Uracil,Dihydropyrimidine dehydrogenase [NADP(+)]|Uridine-cytidine kinase-like 1|,Q12882|Q9NWZ5|,DPYD|UCKL1|
DB03420,"2,4-deoxy-4-guanidino-5-N-acetyl-neuraminic acid",,,
DB03421,"2-Phenethyl-2,3-Dihydro-Phthalazine-1,4-Dione",,,
DB03422,"1,3-Thiazole-4-Carboxylic Acid",,,
DB03423,S-Adenosyl-L-Homoselenocysteine,,,
DB03424,Ubenimex,Leukotriene A-4 hydrolase|,P09960|,LTA4H|
DB03425,"2s,4r-4-Methylglutamate","Glutamate receptor ionotropic, kainate 2|",Q13002|,GRIK2|
DB03426,Digalactosyl Diacyl Glycerol (Dgdg),,,
DB03427,delta-(L-alpha-Aminoadipoyl)-L-cysteinyl-D-vinylglycine,,,
DB03428,SU9516,Cyclin-dependent kinase 5|Cyclin-dependent kinase 1|Cyclin-dependent kinase 2|,Q00535|P06493|P24941|,CDK5|CDK1|CDK2|
DB03429,Tetrastearoyl cardiolipin,ADP/ATP translocase 1|,P12235|,SLC25A4|
DB03430,(S)-4-hydroxymandelonitrile,Lactase-like protein|,Q6UWM7|,LCTL|
DB03432,Beta-Amino Isobutyrate,,,
DB03433,{3-[(3-Hydroxy-2-Methyl-5-Phosphonooxymethyl-Pyridin-4-Ylmethyl)-Amino]-2-Methyl-Propyl}-Phosphonic Acid,,,
DB03434,3-(N-morpholino)propanesulfonic acid,Granulysin|,P22749|,GNLY|
DB03435,Uridine-5'-Diphosphate,Exostosin-like 2|Glycosyltransferase 6 domain-containing protein 1|UMP-CMP kinase|Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3|Histo-blood group ABO system transferase|Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 1|Glycogenin-1|,Q9UBQ6|Q7Z4J2|P30085|O94766|P16442|Q9P2W7|P46976|,EXTL2|GLT6D1|CMPK1|B3GAT3|ABO|B3GAT1|GYG1|
DB03436,Gallichrome,,,
DB03437,"(2R,4S)-2-[(1R)-1-{[(2Z)-2-(2-Amino-1,3-thiazol-4-yl)-2-(methoxyimino)acetyl]amino}-2-oxoethyl]-5,5-dimethyl-1,3-thiazolidine-4-carboxylic acid",,,
DB03438,Lysophosphatidylglycerol,,,
DB03439,"4,6-dideoxy-4-amino-alpha-D-glucose",Alpha-amylase 1|Pancreatic alpha-amylase|,P04745|P04746|,AMY1A|AMY2A|
DB03440,N-hexadecanoylglycine,,,
DB03441,2-Benzyl-3-Iodopropanoic Acid,Carboxypeptidase A1|,P15085|,CPA1|
DB03442,Acid yellow 54 free acid,Bifunctional purine biosynthesis protein PURH|,P31939|,ATIC|
DB03443,bis(5-amidino-benzimidazolyl)methanone zinc,Trypsin-1|,P07477|,PRSS1|
DB03444,6-bromoindirubin-3'-oxime,Glycogen synthase kinase-3 beta|,P49841|,GSK3B|
DB03445,"(3S)-3-(dioxidosulfanyl)-N-[(1E)-3-oxoprop-1-en-1-yl]-4-(1H-1,2,3-triazol-1-yl)-D-valine",,,
DB03446,N-Benzyl-3-(alpha-D-galactopyranosyloxy)benzamide,,,
DB03447,Uridylyl-2'-5'-phospho-adenosine,Ribonuclease pancreatic|,P07998|,RNASE1|
DB03448,2'-Deoxyuridine 3'-Monophosphate,Ribonuclease 4|Ribonuclease pancreatic|,P34096|P07998|,RNASE4|RNASE1|
DB03449,N-(4-{2-[(3-chlorobenzyl)amino]ethyl}phenyl)thiophene-2-carboximidamide,"Nitric oxide synthase, inducible|Nitric oxide synthase, brain|",P35228|P29475|,NOS2|NOS1|
DB03450,Cephalothin Group,,,
DB03451,Lexacalcitol,Vitamin D3 receptor|,P11473|,VDR|
DB03452,3-Trimethylsilylsuccinic Acid,,,
DB03453,Methyl (2S)-2-[[2-[(3R)-1-carbamimidoylpiperidin-3-yl]acetyl]amino]-3-[4-(2-phenylethynyl)phenyl]propanoate,Interleukin-2|,P60568|,IL2|
DB03454,"3-methyl-benzene-1,2-diol",,,
